Date,LLM Response
06_10_2024,"{""Communication Services"":0.55,""Consumer Discretionary"":0.48,""Consumer Staples"":0.12,""Energy"":-0.08,""Financials"":0.1,""Health Care"":0.2,""Industrials"":0.05,""Information Technology"":0.72,""Materials"":-0.05,""Real Estate"":-0.28,""Utilities"":0.0}"
06_11_2024,"{""CommunicationServices"":0.1,""ConsumerDiscretionary"":0.35,""ConsumerStaples"":0.15,""Energy"":0.05,""Financials"":-0.1,""HealthCare"":0.2,""Industrials"":0.1,""InformationTechnology"":0.45,""Materials"":-0.05,""RealEstate"":-0.35,""Utilities"":0.25}"
06_17_2024,"{""Communication Services"":0.74,""Consumer Discretionary"":0.31,""Consumer Staples"":0.08,""Energy"":-0.18,""Financials"":-0.12,""Health Care"":0.04,""Industrials"":-0.03,""Information Technology"":0.82,""Materials"":-0.22,""Real Estate"":0.09,""Utilities"":0.15}"
06_18_2024,"{""Communication Services"":0.41,""Consumer Discretionary"":0.12,""Consumer Staples"":-0.18,""Energy"":0.32,""Financials"":0.08,""Health Care"":0.04,""Industrials"":-0.42,""Information Technology"":0.57,""Materials"":-0.07,""Real Estate"":-0.31,""Utilities"":-0.09}"
06_24_2024,"{
  ""Communication Services"": 0.25,
  ""Consumer Discretionary"": 0.1,
  ""Consumer Staples"": -0.05,
  ""Energy"": 0.05,
  ""Financials"": 0.2,
  ""Health Care"": 0.0,
  ""Industrials"": -0.1,
  ""Information Technology"": 0.15,
  ""Materials"": -0.05,
  ""Real Estate"": -0.2,
  ""Utilities"": 0.05
}"
06_25_2024,"{
  ""Communication Services"": 0.18,
  ""Consumer Discretionary"": 0.12,
  ""Consumer Staples"": 0.05,
  ""Energy"": 0.42,
  ""Financials"": -0.08,
  ""Health Care"": -0.12,
  ""Industrials"": 0.28,
  ""Information Technology"": 0.67,
  ""Materials"": 0.14,
  ""Real Estate"": -0.22,
  ""Utilities"": 0.16
}"
06_26_2024,"{""Communication Services"":0.34,""Consumer Discretionary"":0.28,""Consumer Staples"":0.18,""Energy"":0.22,""Financials"":0.05,""Health Care"":0.12,""Industrials"":0.24,""Information Technology"":0.58,""Materials"":0.16,""Real Estate"":-0.18,""Utilities"":0.08}"
06_27_2024,"{
  ""communication_services"": 0.2,
  ""consumer_discretionary"": -0.15,
  ""consumer_staples"": -0.35,
  ""energy"": 0.05,
  ""financials"": -0.05,
  ""health_care"": -0.45,
  ""industrials"": 0.0,
  ""information_technology"": -0.1,
  ""materials"": -0.05,
  ""real_estate"": -0.1,
  ""utilities"": 0.15
}"
06_28_2024,"{""communication_services"":0.62,""consumer_discretionary"":0.34,""consumer_staples"":0.12,""energy"":0.18,""financials"":0.22,""health_care"":0.28,""industrials"":0.14,""information_technology"":0.71,""materials"":0.08,""real_estate"":-0.05,""utilities"":0.05}"
06_02_2025,"{""Communication Services"":0.1,""Consumer Discretionary"":-0.2,""Consumer Staples"":0.15,""Energy"":0.05,""Financials"":-0.25,""Health Care"":0.2,""Industrials"":-0.3,""Information Technology"":-0.1,""Materials"":-0.45,""Real Estate"":-0.1,""Utilities"":0.0}"
07_01_2024,"{
  ""Communication Services"": 0.15,
  ""Consumer Discretionary"": 0.12,
  ""Consumer Staples"": 0.08,
  ""Energy"": 0.18,
  ""Financials"": 0.05,
  ""Health Care"": -0.08,
  ""Industrials"": -0.1,
  ""Information Technology"": 0.22,
  ""Materials"": -0.06,
  ""Real Estate"": -0.12,
  ""Utilities"": -0.14
}"
07_02_2024,"{""Consumer Discretionary"":0.15,""Consumer Staples"":0.05,""Energy"":0.35,""Financials"":0.1,""Health Care"":0.0,""Industrials"":0.25,""Information Technology"":0.2,""Materials"":0.05,""Real Estate"":-0.15,""Communication Services"":-0.1,""Utilities"":0.1}"
07_03_2024,"{""Communication Services"":0.15,""Consumer Discretionary"":0.35,""Consumer Staples"":0.2,""Energy"":0.1,""Financials"":0.05,""Health Care"":0.25,""Industrials"":0.15,""Information Technology"":0.3,""Materials"":0.1,""Real Estate"":-0.05,""Utilities"":0.0}"
07_05_2024,"{""Information Technology"":0.65,""Health Care"":0.35,""Financials"":0.15,""Consumer Discretionary"":-0.2,""Consumer Staples"":0.05,""Energy"":0.1,""Industrials"":0.0,""Materials"":-0.05,""Utilities"":0.1,""Real Estate"":-0.25,""Communication Services"":0.55}"
07_08_2024,"{
  ""S&P 500"": 0.35,
  ""Information Technology"": 0.55,
  ""Health Care"": 0.15,
  ""Financials"": 0.3,
  ""Consumer Discretionary"": 0.1,
  ""Consumer Staples"": -0.05,
  ""Energy"": -0.15,
  ""Materials"": 0.0,
  ""Industrials"": 0.05,
  ""Utilities"": 0.2,
  ""Real Estate"": -0.25,
  ""Communication Services"": 0.25
}"
07_10_2024,"{""communication_services"":0.32,""consumer_discretionary"":0.41,""consumer_staples"":0.06,""energy"":0.18,""financials"":0.21,""health_care"":0.08,""industrials"":0.14,""information_technology"":0.52,""materials"":0.11,""real_estate"":-0.02,""utilities"":0.09}"
07_11_2024,"{""CommunicationServices"":0.15,""ConsumerDiscretionary"":0.35,""ConsumerStaples"":-0.05,""Energy"":-0.15,""Financials"":0.1,""HealthCare"":0.25,""Industrials"":-0.2,""InformationTechnology"":0.5,""Materials"":0.0,""RealEstate"":0.2,""Utilities"":0.05}"
07_12_2024,"{""Communication Services"":0.05,""Consumer Discretionary"":0.18,""Consumer Staples"":-0.1,""Energy"":0.12,""Financials"":0.22,""Health Care"":0.04,""Industrials"":0.16,""Information Technology"":0.28,""Materials"":0.08,""Real Estate"":0.19,""Utilities"":0.02}"
07_15_2024,"{""Consumer Discretionary"":0.1,""Consumer Staples"":0.0,""Energy"":0.15,""Financials"":0.35,""Health Care"":-0.05,""Industrials"":0.05,""Information Technology"":0.1,""Materials"":0.0,""Real Estate"":-0.1,""Communication Services"":0.05,""Utilities"":-0.05}"
07_16_2024,"{""Communication Services"":0.18,""Consumer Discretionary"":0.22,""Consumer Staples"":0.08,""Energy"":0.14,""Financials"":0.42,""Health Care"":0.03,""Industrials"":0.16,""Information Technology"":-0.08,""Materials"":0.11,""Real Estate"":0.26,""Utilities"":0.05}"
07_17_2024,"{
  ""communication_services"": -0.18,
  ""consumer_discretionary"": -0.12,
  ""consumer_staples"": -0.08,
  ""energy"": -0.04,
  ""financials"": 0.22,
  ""health_care"": 0.05,
  ""industrials"": 0.14,
  ""information_technology"": -0.35,
  ""materials"": -0.06,
  ""real_estate"": 0.28,
  ""utilities"": 0.02
}"
07_17_2025,"{""Communication Services"":0.35,""Consumer Discretionary"":0.42,""Consumer Staples"":0.28,""Energy"":0.31,""Financials"":0.22,""Health Care"":0.18,""Industrials"":0.34,""Information Technology"":0.4,""Materials"":0.12,""Real Estate"":0.05,""Utilities"":0.03}"
07_18_2024,"{""Communication Services"":0.05,""Consumer Discretionary"":-0.12,""Consumer Staples"":-0.08,""Energy"":-0.18,""Financials"":0.22,""Health Care"":0.12,""Industrials"":0.18,""Information Technology"":0.3,""Materials"":-0.05,""Real Estate"":0.15,""Utilities"":0.04}"
07_22_2024,"{""InformationTechnology"":0.35,""HealthCare"":0.05,""Financials"":0.25,""ConsumerDiscretionary"":0.1,""ConsumerStaples"":0.0,""Energy"":0.15,""Utilities"":0.0,""Industrials"":-0.2,""Materials"":0.05,""RealEstate"":0.1,""CommunicationServices"":0.3}"
07_23_2024,"{
  ""Information Technology"": 0.76,
  ""Communication Services"": 0.64,
  ""Consumer Discretionary"": 0.19,
  ""Consumer Staples"": 0.37,
  ""Financials"": 0.31,
  ""Health Care"": 0.08,
  ""Industrials"": -0.14,
  ""Energy"": -0.06,
  ""Materials"": -0.18,
  ""Utilities"": 0.05,
  ""Real Estate"": -0.1,
  ""S&P 500"": 0.42
}"
07_24_2024,"{
  ""Communication Services"": 0.05,
  ""Consumer Discretionary"": -0.62,
  ""Consumer Staples"": -0.18,
  ""Energy"": 0.12,
  ""Financials"": -0.22,
  ""Health Care"": 0.04,
  ""Industrials"": -0.28,
  ""Information Technology"": -0.74,
  ""Materials"": -0.36,
  ""Real Estate"": -0.47,
  ""Utilities"": 0.01
}"
07_26_2024,"{
  ""Information Technology"": 0.35,
  ""Health Care"": 0.25,
  ""Financials"": 0.4,
  ""Consumer Discretionary"": -0.25,
  ""Consumer Staples"": -0.1,
  ""Energy"": -0.05,
  ""Industrials"": 0.15,
  ""Materials"": -0.1,
  ""Utilities"": 0.05,
  ""Real Estate"": 0.1,
  ""Communication Services"": 0.2
}"
07_30_2024,"{""Communication Services"":0.15,""Consumer Discretionary"":0.1,""Consumer Staples"":-0.25,""Energy"":-0.05,""Financials"":0.05,""Health Care"":0.1,""Industrials"":0.0,""Information Technology"":0.2,""Materials"":-0.1,""Real Estate"":0.05,""Utilities"":0.0}"
08_01_2024,"{""Communication Services"":0.7,""Consumer Discretionary"":0.8,""Consumer Staples"":0.2,""Energy"":0.5,""Financials"":0.6,""Health Care"":0.2,""Industrials"":0.5,""Information Technology"":0.9,""Materials"":0.3,""Real Estate"":0.7,""Utilities"":0.4}"
08_02_2024,"{
  ""Communication Services"": -0.25,
  ""Consumer Discretionary"": -0.45,
  ""Consumer Staples"": -0.15,
  ""Energy"": -0.35,
  ""Financials"": -0.3,
  ""Health Care"": -0.1,
  ""Industrials"": -0.25,
  ""Information Technology"": -0.55,
  ""Materials"": -0.3,
  ""Real Estate"": -0.2,
  ""Utilities"": -0.1
}"
08_05_2024,"{
  ""Information Technology"": -0.78,
  ""Health Care"": 0.18,
  ""Financials"": -0.72,
  ""Consumer Discretionary"": -0.62,
  ""Consumer Staples"": -0.05,
  ""Energy"": -0.81,
  ""Industrials"": -0.56,
  ""Materials"": -0.43,
  ""Utilities"": 0.12,
  ""Real Estate"": -0.28,
  ""Communication Services"": -0.74,
  ""S&P 500"": -0.71
}"
08_08_2024,"{
  ""InformationTechnology"": 0.35,
  ""HealthCare"": 0.55,
  ""Financials"": -0.05,
  ""ConsumerDiscretionary"": -0.35,
  ""ConsumerStaples"": -0.1,
  ""Energy"": 0.2,
  ""Industrials"": -0.2,
  ""Materials"": -0.15,
  ""Utilities"": 0.15,
  ""RealEstate"": 0.05,
  ""CommunicationServices"": -0.25
}"
08_09_2024,"{""Communication Services"":0.28,""Consumer Discretionary"":0.12,""Consumer Staples"":0.18,""Energy"":-0.08,""Financials"":0.05,""Health Care"":0.22,""Industrials"":0.1,""Information Technology"":0.16,""Materials"":0.04,""Real Estate"":0.14,""Utilities"":0.2}"
08_13_2024,"{
  ""communication_services"": 0.25,
  ""consumer_discretionary"": -0.55,
  ""consumer_staples"": 0.1,
  ""energy"": 0.3,
  ""financials"": 0.15,
  ""health_care"": 0.05,
  ""industrials"": -0.25,
  ""information_technology"": 0.4,
  ""materials"": 0.0,
  ""real_estate"": -0.6,
  ""utilities"": 0.05
}"
08_14_2024,"{
  ""Communication Services"": 0.32,
  ""Consumer Discretionary"": 0.68,
  ""Consumer Staples"": 0.18,
  ""Energy"": 0.06,
  ""Financials"": 0.22,
  ""Health Care"": 0.15,
  ""Industrials"": 0.24,
  ""Information Technology"": 0.58,
  ""Materials"": 0.05,
  ""Real Estate"": 0.34,
  ""Utilities"": 0.12
}"
08_15_2024,"{
  ""Consumer Discretionary"": 0.58,
  ""Consumer Staples"": 0.76,
  ""Energy"": 0.12,
  ""Financials"": 0.08,
  ""Health Care"": 0.03,
  ""Industrials"": 0.22,
  ""Information Technology"": 0.41,
  ""Materials"": 0.15,
  ""Real Estate"": 0.31,
  ""Communication Services"": 0.33,
  ""Utilities"": 0.05
}"
08_16_2024,"{""CommunicationServices"":0.1,""ConsumerDiscretionary"":0.55,""ConsumerStaples"":0.65,""Energy"":0.15,""Financials"":0.2,""HealthCare"":0.25,""Industrials"":0.3,""InformationTechnology"":0.45,""Materials"":0.35,""RealEstate"":0.05,""Utilities"":0.1}"
08_19_2024,"{""Communication Services"":0.2,""Consumer Discretionary"":0.15,""Consumer Staples"":0.1,""Energy"":0.05,""Financials"":0.3,""Health Care"":0.25,""Industrials"":0.2,""Information Technology"":0.35,""Materials"":0.1,""Real Estate"":0.22,""Utilities"":0.18}"
08_20_2024,"{
  ""Communication Services"": 0.25,
  ""Consumer Discretionary"": 0.18,
  ""Consumer Staples"": 0.05,
  ""Energy"": 0.08,
  ""Financials"": 0.12,
  ""Health Care"": 0.1,
  ""Industrials"": 0.14,
  ""Information Technology"": 0.3,
  ""Materials"": 0.22,
  ""Real Estate"": 0.15,
  ""Utilities"": 0.17
}"
08_21_2024,"{""Communication Services"":0.05,""Consumer Discretionary"":0.15,""Consumer Staples"":0.18,""Energy"":0.08,""Financials"":0.12,""Health Care"":0.02,""Industrials"":0.1,""Information Technology"":0.14,""Materials"":0.09,""Real Estate"":0.2,""Utilities"":0.04}"
08_22_2024,"{
  ""Information Technology"": 0.25,
  ""Health Care"": 0.05,
  ""Financials"": 0.35,
  ""Consumer Discretionary"": 0.1,
  ""Consumer Staples"": 0.15,
  ""Energy"": 0.2,
  ""Industrials"": 0.05,
  ""Materials"": 0.0,
  ""Utilities"": 0.1,
  ""Real Estate"": 0.3,
  ""Communication Services"": 0.18,
  ""S&P 500"": 0.22
}"
08_23_2024,"{""Information Technology"":0.72,""Health Care"":0.12,""Financials"":0.18,""Consumer Discretionary"":0.10,""Consumer Staples"":0.34,""Energy"":0.05,""Industrials"":0.21,""Materials"":0.04,""Utilities"":0.28,""Real Estate"":0.14,""Communication Services"":0.31}"
08_26_2024,"{
  ""S&P 500"": 0.35,
  ""Information Technology"": 0.55,
  ""Health Care"": 0.2,
  ""Financials"": 0.45,
  ""Consumer Discretionary"": 0.15,
  ""Consumer Staples"": 0.1,
  ""Energy"": 0.4,
  ""Utilities"": 0.25,
  ""Real Estate"": 0.3,
  ""Materials"": 0.1,
  ""Industrials"": 0.2,
  ""Communication Services"": 0.5
}"
08_27_2024,"{""Communication Services"":0.21,""Consumer Discretionary"":0.12,""Consumer Staples"":0.18,""Energy"":0.08,""Financials"":0.05,""Health Care"":0.14,""Industrials"":0.07,""Information Technology"":0.22,""Materials"":0.04,""Real Estate"":0.11,""Utilities"":0.2}"
08_29_2024,"{""communication_services"":0.32,""consumer_discretionary"":0.24,""consumer_staples"":0.08,""energy"":0.05,""financials"":0.18,""health_care"":0.04,""industrials"":0.15,""information_technology"":0.72,""materials"":0.1,""real_estate"":0.06,""utilities"":0.12}"
08_30_2024,"{""S&P 500"":0.62,""Information Technology"":0.72,""Health Care"":0.08,""Financials"":0.28,""Consumer Discretionary"":0.35,""Consumer Staples"":0.12,""Industrials"":0.22,""Energy"":-0.05,""Utilities"":0.18,""Real Estate"":0.24,""Materials"":0.14,""Communication Services"":0.58}"
09_03_2024,"{""communication_services"":0.1,""consumer_discretionary"":0.05,""consumer_staples"":0.02,""energy"":0.15,""financials"":0.08,""health_care"":0.0,""industrials"":0.12,""information_technology"":-0.05,""materials"":-0.12,""real_estate"":-0.08,""utilities"":0.03}"
09_04_2024,"{
  ""Communication Services"": -0.05,
  ""Consumer Discretionary"": -0.45,
  ""Consumer Staples"": -0.35,
  ""Energy"": 0.25,
  ""Financials"": -0.1,
  ""Health Care"": 0.05,
  ""Industrials"": 0.1,
  ""Information Technology"": -0.65,
  ""Materials"": -0.25,
  ""Real Estate"": -0.2,
  ""Utilities"": 0.15
}"
09_05_2024,"{""communication_services"":0.08,""consumer_discretionary"":-0.22,""consumer_staples"":0.15,""energy"":0.18,""financials"":-0.05,""health_care"":0.12,""industrials"":-0.18,""information_technology"":0.05,""materials"":-0.12,""real_estate"":0.2,""utilities"":0.1}"
09_06_2024,"{""Communication Services"":0.12,""Consumer Discretionary"":0.18,""Consumer Staples"":0.05,""Energy"":-0.28,""Financials"":-0.22,""Health Care"":0.08,""Industrials"":0.02,""Information Technology"":0.15,""Materials"":-0.25,""Real Estate"":0.06,""Utilities"":0.04}"
09_09_2024,"{
  ""sector_sentiment"": {
    ""Communication Services"": 0.2,
    ""Consumer Discretionary"": 0.1,
    ""Consumer Staples"": 0.15,
    ""Energy"": -0.55,
    ""Financials"": 0.05,
    ""Health Care"": 0.1,
    ""Industrials"": -0.05,
    ""Information Technology"": 0.35,
    ""Materials"": -0.4,
    ""Real Estate"": 0.0,
    ""Utilities"": 0.05
  }
}"
09_10_2024,"{
  ""Consumer Discretionary"": 0.15,
  ""Consumer Staples"": 0.05,
  ""Energy"": -0.35,
  ""Financials"": 0.1,
  ""Health Care"": -0.05,
  ""Industrials"": 0.08,
  ""Information Technology"": 0.12,
  ""Materials"": -0.08,
  ""Real Estate"": -0.02,
  ""Communication Services"": 0.04,
  ""Utilities"": 0.18
}"
09_11_2024,"{
  ""Communication Services"": 0.15,
  ""Consumer Discretionary"": -0.05,
  ""Consumer Staples"": 0.1,
  ""Energy"": -0.45,
  ""Financials"": -0.55,
  ""Health Care"": 0.2,
  ""Industrials"": -0.1,
  ""Information Technology"": 0.05,
  ""Materials"": -0.35,
  ""Real Estate"": 0.15,
  ""Utilities"": 0.2
}"
09_12_2024,"{
  ""information_technology"": 0.75,
  ""communication_services"": 0.62,
  ""consumer_discretionary"": 0.28,
  ""consumer_staples"": -0.08,
  ""health_care"": 0.05,
  ""financials"": 0.12,
  ""industrials"": -0.18,
  ""materials"": -0.22,
  ""energy"": -0.45,
  ""utilities"": -0.12,
  ""real_estate"": 0.04
}"
09_13_2024,"{""Communication Services"":0.15,""Consumer Discretionary"":0.35,""Consumer Staples"":0.05,""Energy"":0.2,""Financials"":0.1,""Health Care"":0.05,""Industrials"":0.0,""Information Technology"":0.4,""Materials"":0.1,""Real Estate"":0.05,""Utilities"":0.2}"
09_16_2024,"{""Communication Services"":0.05,""Consumer Discretionary"":0.1,""Consumer Staples"":-0.1,""Energy"":-0.15,""Financials"":0.35,""Health Care"":0.0,""Industrials"":-0.05,""Information Technology"":0.2,""Materials"":-0.1,""Real Estate"":0.3,""Utilities"":0.25}"
09_20_2024,"{""Communication Services"":0.55,""Consumer Discretionary"":0.2,""Consumer Staples"":0.1,""Energy"":0.05,""Financials"":0.2,""Health Care"":0.1,""Industrials"":-0.25,""Information Technology"":0.15,""Materials"":-0.35,""Real Estate"":0.25,""Utilities"":0.05}"
09_23_2024,"{""Communication Services"":0.15,""Consumer Discretionary"":0.25,""Consumer Staples"":0.1,""Energy"":0.05,""Financials"":0.2,""Health Care"":0.1,""Industrials"":0.0,""Information Technology"":0.35,""Materials"":-0.05,""Real Estate"":0.1,""Utilities"":0.2}"
09_24_2024,"{
  ""Communication Services"": 0.25,
  ""Consumer Discretionary"": 0.3,
  ""Consumer Staples"": 0.05,
  ""Energy"": 0.35,
  ""Financials"": 0.2,
  ""Health Care"": 0.05,
  ""Industrials"": 0.1,
  ""Information Technology"": 0.18,
  ""Materials"": 0.28,
  ""Real Estate"": 0.15,
  ""Utilities"": 0.22
}"
09_25_2024,"{""InformationTechnology"":0.7,""HealthCare"":0.1,""Financials"":0.15,""ConsumerDiscretionary"":0.25,""ConsumerStaples"":0.35,""Energy"":0.2,""Industrials"":0.4,""Materials"":0.45,""Utilities"":0.55,""RealEstate"":0.3,""CommunicationServices"":0.65,""Sectors"":0.0}"
09_26_2024,"{""Communication Services"":0.35,""Consumer Discretionary"":0.62,""Consumer Staples"":0.08,""Energy"":-0.18,""Financials"":0.22,""Health Care"":0.12,""Industrials"":0.31,""Information Technology"":0.78,""Materials"":0.74,""Real Estate"":0.28,""Utilities"":0.09}"
09_27_2024,"{""CommunicationServices"":0.17,""ConsumerDiscretionary"":0.48,""ConsumerStaples"":0.29,""Energy"":-0.11,""Financials"":0.21,""HealthCare"":0.08,""Industrials"":0.18,""InformationTechnology"":0.36,""Materials"":0.31,""RealEstate"":0.14,""Utilities"":0.19}"
09_30_2024,"{""Consumer Discretionary"":0.48,""Consumer Staples"":-0.12,""Energy"":-0.05,""Financials"":0.18,""Health Care"":0.06,""Industrials"":-0.18,""Information Technology"":0.12,""Materials"":0.15,""Real Estate"":0.02,""Communication Services"":0.10,""Utilities"":-0.08}"
10_01_2024,"{
  ""Communication Services"": 0.1,
  ""Consumer Discretionary"": 0.05,
  ""Consumer Staples"": -0.15,
  ""Energy"": 0.02,
  ""Financials"": 0.12,
  ""Health Care"": -0.1,
  ""Industrials"": -0.35,
  ""Information Technology"": 0.0,
  ""Materials"": -0.18,
  ""Real Estate"": 0.08,
  ""Utilities"": -0.05
}"
10_01_2025,"{
  ""Communication Services"": 0.2,
  ""Consumer Discretionary"": 0.35,
  ""Consumer Staples"": -0.05,
  ""Energy"": 0.15,
  ""Financials"": 0.05,
  ""Health Care"": 0.2,
  ""Industrials"": -0.2,
  ""Information Technology"": 0.45,
  ""Materials"": 0.25,
  ""Real Estate"": -0.15,
  ""Utilities"": 0.2
}"
10_02_2024,"{
  ""Communication Services"": 0.08,
  ""Consumer Discretionary"": -0.12,
  ""Consumer Staples"": 0.03,
  ""Energy"": 0.62,
  ""Financials"": 0.14,
  ""Health Care"": -0.02,
  ""Industrials"": -0.08,
  ""Information Technology"": -0.05,
  ""Materials"": 0.04,
  ""Real Estate"": 0.01,
  ""Utilities"": 0.06
}"
10_03_2024,"{""communication_services"":0.15,""consumer_discretionary"":0.05,""consumer_staples"":0.1,""energy"":0.35,""financials"":-0.05,""health_care"":0.05,""industrials"":0.0,""information_technology"":-0.02,""materials"":0.1,""real_estate"":0.0,""utilities"":0.05}"
10_04_2024,"{""CommunicationServices"":0.18,""ConsumerDiscretionary"":0.22,""ConsumerStaples"":0.05,""Energy"":0.62,""Financials"":0.12,""HealthCare"":0.04,""Industrials"":0.28,""InformationTechnology"":0.14,""Materials"":0.31,""RealEstate"":-0.08,""Utilities"":0.03}"
10_07_2024,"{""InformationTechnology"":0.45,""HealthCare"":0.2,""Financials"":0.35,""ConsumerDiscretionary"":0.15,""ConsumerStaples"":0.05,""Energy"":0.4,""Industrials"":0.25,""Materials"":0.2,""Utilities"":0.0,""RealEstate"":-0.1,""CommunicationServices"":0.1}"
10_08_2024,"{
  ""Communication Services"": 0.35,
  ""Consumer Discretionary"": 0.2,
  ""Consumer Staples"": -0.25,
  ""Energy"": 0.45,
  ""Financials"": 0.2,
  ""Health Care"": 0.15,
  ""Industrials"": 0.1,
  ""Information Technology"": 0.3,
  ""Materials"": 0.15,
  ""Real Estate"": -0.1,
  ""Utilities"": -0.15
}"
10_09_2024,"{""Communication Services"":0.05,""Consumer Discretionary"":-0.1,""Consumer Staples"":-0.05,""Energy"":0.1,""Financials"":0.15,""Health Care"":0.0,""Industrials"":-0.15,""Information Technology"":-0.05,""Materials"":0.0,""Real Estate"":-0.1,""Utilities"":-0.05}"
10_10_2024,"{""Communication Services"":0.35,""Consumer Discretionary"":0.45,""Consumer Staples"":0.15,""Energy"":0.25,""Financials"":0.2,""Health Care"":0.1,""Industrials"":0.3,""Information Technology"":0.5,""Materials"":0.2,""Real Estate"":0.05,""Utilities"":0.0}"
10_10_2025,"{""Communication Services"":0.75,""Consumer Discretionary"":0.45,""Consumer Staples"":-0.1,""Energy"":0.55,""Financials"":0.2,""Health Care"":0.05,""Industrials"":0.35,""Information Technology"":0.7,""Materials"":0.6,""Real Estate"":-0.05,""Utilities"":0.4}"
10_11_2024,"{""Basic Materials"":0.08,""Communication Services"":0.32,""Consumer Cyclical"":0.24,""Consumer Defensive"":0.12,""Energy"":-0.1,""Financial"":0.68,""Healthcare"":0.05,""Industrials"":0.18,""Technology"":0.22,""Utilities"":0.1}"
10_13_2025,"{""communication_services"":0.15,""consumer_discretionary"":0.3,""consumer_staples"":0.05,""energy"":0.45,""financials"":0.25,""health_care"":0.1,""industrials"":0.55,""information_technology"":0.4,""materials"":0.75,""real_estate"":0.0,""utilities"":0.25}"
10_14_2025,"{
  ""Information Technology"": 0.35,
  ""Health Care"": -0.05,
  ""Financials"": 0.55,
  ""Consumer Discretionary"": 0.2,
  ""Consumer Staples"": 0.05,
  ""Energy"": -0.1,
  ""Industrials"": 0.15,
  ""Materials"": 0.25,
  ""Utilities"": 0.0,
  ""Real Estate"": -0.15,
  ""Communication Services"": 0.3
}"
10_17_2024,"{
  ""Consumer Discretionary"": 0.72,
  ""Consumer Staples"": 0.12,
  ""Energy"": -0.08,
  ""Financials"": 0.18,
  ""Health Care"": 0.05,
  ""Industrials"": 0.03,
  ""Information Technology"": 0.74,
  ""Materials"": 0.01,
  ""Real Estate"": 0.22,
  ""Communication Services"": 0.31,
  ""Utilities"": -0.02
}"
10_20_2025,"{""communication_services"":0.12,""consumer_discretionary"":0.24,""consumer_staples"":-0.05,""energy"":0.18,""financials"":-0.22,""health_care"":0.08,""industrials"":0.27,""information_technology"":0.35,""materials"":0.31,""real_estate"":-0.12,""utilities"":0.04}"
10_21_2024,"{
  ""Communication Services"": 0.1,
  ""Consumer Discretionary"": 0.15,
  ""Consumer Staples"": 0.02,
  ""Energy"": 0.25,
  ""Financials"": 0.1,
  ""Health Care"": 0.05,
  ""Industrials"": 0.08,
  ""Information Technology"": 0.12,
  ""Materials"": 0.18,
  ""Real Estate"": 0.0,
  ""Utilities"": -0.02
}"
10_21_2025,"{
  ""communication_services"": 0.72,
  ""consumer_discretionary"": 0.68,
  ""consumer_staples"": 0.55,
  ""energy"": 0.18,
  ""financials"": 0.61,
  ""health_care"": 0.12,
  ""industrials"": 0.74,
  ""information_technology"": 0.59,
  ""materials"": 0.46,
  ""real_estate"": 0.22,
  ""utilities"": 0.14
}"
10_22_2024,"{
  ""Energy"": 0.15,
  ""Materials"": -0.1,
  ""Industrials"": -0.05,
  ""Consumer Discretionary"": -0.15,
  ""Consumer Staples"": 0.05,
  ""Health Care"": 0.0,
  ""Financials"": 0.3,
  ""Information Technology"": 0.25,
  ""Communication Services"": 0.05,
  ""Utilities"": -0.05,
  ""Real Estate"": -0.2
}"
10_22_2025,"{""Consumer Discretionary"":0.08,""Consumer Staples"":-0.12,""Energy"":0.18,""Financials"":0.32,""Health Care"":0.21,""Industrials"":0.28,""Information Technology"":0.45,""Materials"":0.12,""Real Estate"":-0.05,""Utilities"":0.22,""Communication Services"":0.35}"
10_23_2024,"{
  ""Communication Services"": 0.25,
  ""Consumer Discretionary"": -0.45,
  ""Consumer Staples"": -0.15,
  ""Energy"": 0.05,
  ""Financials"": 0.1,
  ""Health Care"": -0.05,
  ""Industrials"": -0.35,
  ""Information Technology"": 0.2,
  ""Materials"": -0.1,
  ""Real Estate"": -0.2,
  ""Utilities"": -0.05
}"
10_24_2024,"{""Communication_Services"":0.12,""Consumer_Discretionary"":0.34,""Consumer_Staples"":0.08,""Energy"":-0.08,""Financials"":0.18,""Health_Care"":0.03,""Industrials"":-0.22,""Information_Technology"":0.29,""Materials"":-0.14,""Real_Estate"":0.02,""Utilities"":-0.03}"
10_25_2024,"{""Communication Services"":0.1,""Consumer Discretionary"":0.15,""Consumer Staples"":-0.2,""Energy"":-0.05,""Financials"":0.05,""Health Care"":-0.1,""Industrials"":0.0,""Information Technology"":0.25,""Materials"":-0.05,""Real Estate"":-0.15,""Utilities"":0.1}"
10_27_2025,"{
  ""Communication Services"": 0.78,
  ""Consumer Discretionary"": 0.7,
  ""Consumer Staples"": 0.32,
  ""Energy"": 0.12,
  ""Financials"": 0.48,
  ""Health Care"": 0.52,
  ""Industrials"": 0.36,
  ""Information Technology"": 0.88,
  ""Materials"": 0.2,
  ""Real Estate"": 0.08,
  ""Utilities"": 0.22
}"
10_28_2024,"{""communication_services"":0.72,""consumer_discretionary"":0.68,""consumer_staples"":0.12,""energy"":-0.74,""financials"":0.31,""health_care"":0.22,""industrials"":0.05,""information_technology"":0.74,""materials"":-0.28,""real_estate"":0.03,""utilities"":0.08}"
